farm_id,state,farm_size,contract_type,sale_type,chick_count,feed_consumed_kg,mortality_count,contract_duration,price_per_bird_inr,total_revenue,total_cost,estimated_profit,mortality_rate,feed_efficiency,revenue_per_bird,profit_per_bird,duration_efficiency,risk_label,farm_score,approval
F0886,Arunachal Pradesh,Small,Broiler,Wholesale,4303,14038.1,804,116,209.07,815529.78,612725.62,166223.18,0.1868,3.2624,189.53,38.63,1432.96,High,49.0,Reject
F0887,Odisha,Medium,Broiler,Wholesale,13416,37710.3,210,50,203.3,2706183.5,1619679.93,1202138.3,0.0157,2.8108,201.71,89.6,24042.77,Low,95.0,Approve
F0888,Telangana,Small,Broiler,Wholesale,5530,24681.5,493,92,228.12,1205177.27,909939.22,311395.94,0.0892,4.4632,217.93,56.31,3384.74,Low,42.3,Approve
F0889,Punjab,Small,Layer,Wholesale,3908,17358.4,228,114,193.02,732262.7,656486.93,50342.32,0.0583,4.4418,187.38,12.88,441.6,Medium,36.3,Revise
F0890,Telangana,Small,Broiler,Wholesale,4134,14352.3,429,163,223.9,877483.44,642244.73,213396.59,0.1038,3.4718,212.26,51.62,1309.18,Low,59.5,Approve
F0891,Andhra Pradesh,Medium,Breeder,Wholesale,11826,47756.1,512,53,248.6,2876304.15,1753361.4,1123736.62,0.0433,4.0382,243.22,95.02,21202.58,Low,67.2,Approve
F0892,Tamil Nadu,Large,Layer,Export,15558,52708.5,1519,140,221.13,3272404.03,2324708.33,958136.37,0.0976,3.3879,210.34,61.58,6843.83,Low,64.6,Approve
F0893,Maharashtra,Large,Broiler,Retail,11985,47231.2,754,124,234.68,2724055.86,1902539.07,847675.14,0.0629,3.9409,227.29,70.73,6836.09,Low,60.4,Approve
F0894,Sikkim,Small,Broiler,Wholesale,5482,22855.7,503,112,186.02,972908.88,886078.11,767.73,0.0918,4.1692,177.47,0.14,6.85,High,34.0,Reject
F0895,Bihar,Medium,Broiler,Wholesale,11112,48998.2,1112,131,215.92,2279234.97,1892346.53,400610.85,0.1001,4.4095,205.11,36.05,3058.1,Low,36.9,Approve
F0896,Uttarakhand,Small,Broiler,Retail,5320,18515.5,190,107,187.59,980137.65,774539.22,145851.65,0.0357,3.4804,184.24,27.42,1363.1,Low,62.8,Approve
F0897,Uttar Pradesh,Small,Broiler,Retail,6170,25492.0,402,153,227.96,1360642.15,1037148.0,420032.0,0.0652,4.1316,220.53,68.08,2745.31,Low,55.5,Approve
F0898,Sikkim,Large,Broiler,Export,20505,66683.9,2901,169,202.48,3858203.02,3108357.13,951036.96,0.1415,3.2521,188.16,46.38,5627.44,Medium,57.5,Revise
F0899,Tamil Nadu,Small,Layer,Export,6921,31030.8,455,149,202.98,1358567.18,1212057.2,225084.78,0.0657,4.4836,196.3,32.52,1510.64,Low,39.3,Approve
F0900,Karnataka,Small,Broiler,Export,5151,14648.5,610,44,186.14,901971.26,620109.27,170969.42,0.1184,2.8438,175.11,33.19,3885.67,Low,65.8,Approve
F0901,Andhra Pradesh,Small,Broiler,Wholesale,4237,16210.8,396,112,204.82,827188.32,652850.98,161963.36,0.0935,3.826,195.23,38.23,1446.1,Low,50.3,Approve
F0902,Sikkim,Small,Broiler,Wholesale,4784,18758.8,71,35,220.53,1047185.02,681660.71,361439.89,0.0148,3.9212,218.89,75.55,10326.85,Low,68.7,Approve
F0903,Odisha,Small,Layer,Retail,6735,26735.8,145,96,226.77,1510868.31,1039881.6,514423.91,0.0215,3.9697,224.33,76.38,5358.58,Low,67.0,Approve
F0904,Maharashtra,Medium,Broiler,Wholesale,11618,34908.1,347,151,185.33,2120987.07,1660756.96,555767.28,0.0299,3.0047,182.56,47.84,3680.58,Low,78.6,Approve
F0905,Sikkim,Medium,Layer,Retail,11668,51286.7,453,178,232.12,2655649.18,2080934.78,745290.15,0.0388,4.3955,227.6,63.87,4187.02,Low,52.7,Approve
F0906,Bihar,Large,Broiler,Retail,9492,29501.2,2534,113,219.11,1802170.92,1314310.13,279123.87,0.267,3.108,189.86,29.41,2470.12,High,41.0,Reject
F0907,Sikkim,Large,Breeder,Retail,11994,46281.0,1319,140,222.95,2527045.71,1916399.33,509400.23,0.11,3.8587,210.69,42.47,3638.57,Low,48.4,Approve
F0908,Odisha,Small,Broiler,Wholesale,6924,22008.3,579,174,246.62,1636118.52,1044565.0,596281.81,0.0836,3.1786,236.3,86.12,3426.91,Low,77.0,Approve
F0909,Telangana,Small,Breeder,Retail,5567,18495.1,486,165,207.38,1103980.57,848540.87,301227.24,0.0873,3.3223,198.31,54.11,1825.62,Low,65.6,Approve
F0910,West Bengal,Small,Layer,Retail,4307,16060.7,288,93,193.92,807211.27,639894.47,199678.38,0.0669,3.729,187.42,46.36,2147.08,Low,58.1,Approve
F0911,Sikkim,Medium,Broiler,Export,11128,39050.7,1629,155,224.14,2311642.29,1722153.62,644378.9,0.1464,3.5092,207.73,57.91,4157.28,Medium,54.4,Revise
F0912,Uttar Pradesh,Small,Broiler,Wholesale,3656,11232.6,181,57,255.6,911261.63,466964.67,415270.51,0.0495,3.0724,249.25,113.59,7285.45,Low,87.5,Approve
F0913,Punjab,Medium,Broiler,Export,11320,34985.5,893,127,221.43,2407660.5,1591261.44,755027.7,0.0789,3.0906,212.69,66.7,5945.1,Low,74.6,Approve
F0914,Punjab,Medium,Breeder,Retail,10422,36590.0,1320,170,246.55,2406782.07,1641056.0,689978.77,0.1267,3.5108,230.93,66.2,4058.7,Medium,59.2,Revise
F0915,Andhra Pradesh,Medium,Layer,Retail,9818,40129.9,932,42,240.56,2249681.04,1447065.53,692262.63,0.0949,4.0874,229.14,70.51,16482.44,Low,52.8,Approve
F0916,Gujarat,Medium,Broiler,Retail,13460,58235.2,441,115,221.47,2932085.69,2229356.62,556849.28,0.0328,4.3265,217.84,41.37,4842.17,Low,49.3,Approve
F0917,Uttarakhand,Small,Broiler,Retail,5046,14850.5,1238,50,231.8,1026136.4,623864.33,346312.06,0.2453,2.943,203.36,68.63,6926.24,High,54.9,Reject
F0918,Tamil Nadu,Large,Broiler,Wholesale,15333,53179.1,1376,92,212.53,3112541.65,2187369.93,977454.66,0.0897,3.4683,203.0,63.75,10624.51,Low,64.6,Approve
F0919,Bihar,Medium,Layer,Wholesale,12324,36607.4,1795,140,222.45,2541808.44,1728293.47,829316.18,0.1457,2.9704,206.25,67.29,5923.69,Medium,67.9,Revise
F0920,Himachal Pradesh,Small,Layer,Export,4140,11708.8,486,105,220.58,859593.8,541873.6,277887.19,0.1174,2.8282,207.63,67.12,2646.54,Low,74.8,Approve
F0921,Bihar,Large,Broiler,Retail,14667,57566.8,2310,102,236.73,3198613.7,2265781.2,659113.91,0.1575,3.9249,218.08,44.94,6461.9,Medium,41.0,Revise
F0922,Gujarat,Medium,Broiler,Wholesale,6532,24979.4,232,36,212.8,1365242.37,917951.6,422079.3,0.0355,3.8242,209.01,64.62,11724.42,Low,65.1,Approve
F0923,Uttar Pradesh,Large,Broiler,Retail,14535,44726.1,497,101,187.98,2685538.1,1971708.2,912567.17,0.0342,3.0771,184.76,62.78,9035.32,Low,80.2,Approve
F0924,Tamil Nadu,Medium,Broiler,Wholesale,9416,30107.5,2317,158,243.1,2007324.79,1397649.98,610281.35,0.2461,3.1975,213.18,64.81,3862.54,High,48.6,Reject
F0925,Maharashtra,Medium,Broiler,Wholesale,13260,37662.4,1778,160,234.79,2904550.66,1868746.13,1151997.71,0.1341,2.8403,219.05,86.88,7199.99,Medium,77.1,Revise
F0926,Karnataka,Small,Broiler,Retail,6211,26206.8,9,133,256.01,1588908.03,1033955.24,569256.61,0.0014,4.2194,255.82,91.65,4280.12,Low,68.5,Approve
F0927,Telangana,Small,Broiler,Wholesale,5293,23590.8,544,57,214.3,1075961.45,837283.33,235550.58,0.1028,4.457,203.28,44.5,4132.47,Low,37.6,Approve
F0928,Himachal Pradesh,Medium,Breeder,Wholesale,13464,40799.7,512,72,186.26,2460008.72,1743132.6,535690.09,0.038,3.0303,182.71,39.79,7440.14,Low,74.9,Approve
F0929,Odisha,Medium,Layer,Wholesale,13658,43616.9,770,126,189.73,2518224.25,1948411.0,518607.05,0.0564,3.1935,184.38,37.97,4115.93,Low,68.5,Approve
F0930,Odisha,Small,Breeder,Retail,5442,23271.6,658,75,241.87,1236541.43,856635.2,346841.85,0.1209,4.2763,227.22,63.73,4624.56,Medium,43.6,Revise
F0931,Uttarakhand,Small,Broiler,Wholesale,4510,19731.2,200,30,185.42,817680.64,683639.73,194599.09,0.0443,4.375,181.3,43.15,6486.64,Low,47.2,Approve
F0932,Himachal Pradesh,Large,Layer,Wholesale,10425,36626.8,1625,131,252.63,2428362.73,1569826.27,880782.77,0.1559,3.5134,232.94,84.49,6723.53,Medium,59.6,Revise
F0933,Andhra Pradesh,Large,Layer,Wholesale,19764,57040.1,599,64,202.53,3942149.13,2467952.6,1726008.36,0.0303,2.8861,199.46,87.33,26968.88,Low,90.8,Approve
F0934,West Bengal,Medium,Broiler,Wholesale,7952,22798.1,1055,83,251.91,1870249.23,1016494.38,959185.14,0.1327,2.867,235.19,120.62,11556.45,Medium,80.0,Revise
F0935,Odisha,Small,Broiler,Wholesale,4207,15884.4,428,53,241.88,965817.28,599446.09,325521.28,0.1017,3.7757,229.57,77.38,6141.91,Low,60.0,Approve
F0936,Uttarakhand,Small,Layer,Wholesale,4043,14020.8,111,51,249.7,995595.69,547264.13,448389.28,0.0275,3.4679,246.25,110.91,8791.95,Low,82.4,Approve
F0937,Uttar Pradesh,Small,Breeder,Wholesale,4960,14129.6,908,45,197.12,888164.01,598531.2,364455.24,0.1831,2.8487,179.07,73.48,8099.01,High,66.7,Reject
F0938,Himachal Pradesh,Large,Broiler,Retail,10671,40459.4,1136,42,227.66,2299986.3,1503333.6,861417.92,0.1065,3.7915,215.54,80.73,20509.95,Low,59.9,Approve
F0939,Uttar Pradesh,Small,Broiler,Wholesale,4017,11324.8,72,129,187.49,746370.16,542118.8,223012.08,0.0179,2.8192,185.8,55.52,1728.78,Low,86.0,Approve
F0940,Odisha,Medium,Layer,Wholesale,13190,54587.2,1645,129,196.18,2426252.64,2162909.07,374172.5,0.1247,4.1385,183.95,28.37,2900.56,Medium,37.1,Revise
F0941,Tamil Nadu,Small,Breeder,Wholesale,4605,15292.9,207,91,204.79,921814.98,641192.47,302763.64,0.045,3.3209,200.18,65.75,3327.07,Low,74.4,Approve
F0942,Punjab,Medium,Layer,Wholesale,13200,37863.4,2822,116,239.27,2820630.96,1765208.13,1132476.13,0.2138,2.8684,213.68,85.79,9762.73,High,65.1,Reject
F0943,Bihar,Medium,Broiler,Retail,7764,29504.7,1266,107,181.98,1297678.88,1184991.93,132289.07,0.1631,3.8002,167.14,17.04,1236.35,Medium,35.8,Revise
F0944,Bihar,Large,Broiler,Wholesale,15582,54164.0,1345,96,252.25,3760839.55,2236640.8,1460310.15,0.0863,3.4761,241.36,93.72,15211.56,Low,72.4,Approve
F0945,Tamil Nadu,Small,Broiler,Wholesale,3665,16329.3,391,120,185.66,644117.97,620681.27,-10640.07,0.1067,4.4555,175.75,-2.9,-88.67,High,25.3,Reject
F0946,Uttar Pradesh,Small,Layer,Wholesale,6375,23747.8,1164,62,210.12,1217122.19,911468.27,192647.09,0.1826,3.7251,190.92,30.22,3107.21,High,37.9,Reject
F0947,Punjab,Small,Layer,Retail,5667,18519.2,361,144,186.49,1023086.49,835847.6,170389.93,0.0637,3.2679,180.53,30.07,1183.26,Low,64.0,Approve
F0948,Uttarakhand,Large,Broiler,Wholesale,14313,57338.5,156,48,241.52,3437975.71,2099234.6,1413792.87,0.0109,4.006,240.2,98.78,29454.02,Low,73.3,Approve
F0949,Tamil Nadu,Large,Broiler,Retail,17601,57406.3,1997,153,191.31,3176136.59,2621735.8,592287.51,0.1135,3.2615,180.45,33.65,3871.16,Low,58.0,Approve
F0950,Telangana,Medium,Breeder,Wholesale,7726,33509.3,926,172,250.78,1821310.22,1359748.51,519471.31,0.1199,4.3372,235.74,67.24,3020.18,Low,43.4,Approve
F0951,Maharashtra,Medium,Layer,Wholesale,7162,24616.0,347,149,222.42,1554269.2,1089365.42,455108.49,0.0485,3.437,217.02,63.54,3054.42,Low,71.0,Approve
F0952,Telangana,Medium,Breeder,Retail,12140,45340.2,993,126,255.88,2979220.26,1876420.4,1508271.75,0.0818,3.7348,245.41,124.24,11970.41,Low,69.3,Approve
F0953,Arunachal Pradesh,Small,Broiler,Retail,3694,10660.8,333,53,203.23,716878.88,454043.29,335500.48,0.0901,2.886,194.07,90.82,6330.2,Low,83.3,Approve
F0954,Gujarat,Large,Layer,Retail,20499,72246.8,254,56,216.35,4407365.52,2818458.53,1254477.15,0.0124,3.5244,215.0,61.2,22401.38,Low,73.6,Approve
F0955,Sikkim,Medium,Layer,Wholesale,8502,35836.1,1643,104,235.54,1808989.31,1370686.73,497683.45,0.1932,4.215,212.77,58.54,4785.42,High,33.5,Reject
F0956,Karnataka,Small,Broiler,Retail,6173,25739.0,505,52,246.55,1459615.57,931973.96,598343.6,0.0818,4.1696,236.45,96.93,11506.61,Low,59.6,Approve
F0957,Arunachal Pradesh,Medium,Breeder,Wholesale,9220,29332.0,1853,70,213.71,1772331.02,1221041.78,363199.0,0.201,3.1813,192.23,39.39,5188.56,High,48.9,Reject
F0958,Telangana,Small,Broiler,Retail,6488,20660.0,1175,85,251.39,1483308.64,876960.89,618724.79,0.1811,3.1843,228.62,95.36,7279.12,High,65.6,Reject
F0959,Maharashtra,Small,Layer,Retail,4239,17758.9,405,127,189.44,764626.36,698353.0,86035.71,0.0955,4.1894,180.38,20.3,677.45,Low,38.1,Approve
F0960,Punjab,Medium,Breeder,Wholesale,10908,47795.3,443,175,236.69,2529389.06,1936256.6,592421.49,0.0406,4.3817,231.88,54.31,3385.27,Low,50.3,Approve
F0961,Bihar,Small,Broiler,Retail,3398,10065.3,316,35,207.86,673421.48,412479.71,273937.92,0.093,2.9621,198.18,80.62,7826.8,Low,78.8,Approve
F0962,Karnataka,Medium,Layer,Retail,9892,35266.0,1696,69,188.11,1701213.66,1391793.87,316144.99,0.1715,3.5651,171.98,31.96,4581.81,Medium,43.2,Revise
F0963,Bihar,Small,Broiler,Wholesale,3714,12529.8,114,71,210.93,771357.28,508234.53,290219.73,0.0307,3.3737,207.69,78.14,4087.6,Low,78.4,Approve
F0964,Telangana,Small,Layer,Export,3703,15849.5,96,61,250.42,915263.18,573995.98,412124.24,0.0259,4.2802,247.17,111.29,6756.14,Low,65.9,Approve
F0965,Telangana,Small,Layer,Retail,5808,17087.1,854,39,258.44,1390650.39,706585.0,737645.88,0.147,2.942,239.44,127.01,18914.0,Medium,76.5,Revise
F0966,Gujarat,Small,Layer,Wholesale,5546,17519.3,703,98,211.42,1098229.26,759348.24,403419.14,0.1268,3.1589,198.02,72.74,4116.52,Medium,68.0,Revise
F0967,Andhra Pradesh,Medium,Layer,Export,13650,55681.0,1649,38,250.91,3218000.11,1999695.33,1048166.03,0.1208,4.0792,235.75,76.79,27583.32,Medium,50.9,Revise
F0968,Telangana,Small,Broiler,Wholesale,6536,18870.7,431,98,220.77,1395370.57,855827.04,680993.87,0.0659,2.8872,213.49,104.19,6948.92,Low,89.0,Approve
F0969,Uttar Pradesh,Medium,Broiler,Retail,9428,34292.6,1394,168,237.36,2072354.62,1507420.13,597566.48,0.1479,3.6373,219.81,63.38,3556.94,Medium,52.9,Revise
F0970,Karnataka,Medium,Broiler,Retail,9944,35316.9,405,128,183.63,1788825.19,1500453.04,253439.43,0.0407,3.5516,179.89,25.49,1980.0,Low,60.2,Approve
F0971,Odisha,Medium,Layer,Retail,12042,40563.3,408,103,224.58,2658583.05,1714995.0,998804.23,0.0339,3.3685,220.78,82.94,9697.13,Low,79.3,Approve
F0972,Sikkim,Large,Broiler,Wholesale,20406,70824.6,697,132,185.61,3722912.73,3057302.0,564233.59,0.0342,3.4708,182.44,27.65,4274.5,Low,63.3,Approve
F0973,Uttarakhand,Medium,Layer,Export,6162,22804.9,328,152,201.49,1208495.26,976318.73,240519.54,0.0532,3.7009,196.12,39.03,1582.37,Low,58.8,Approve
F0974,Sikkim,Small,Broiler,Wholesale,3603,11076.8,252,131,225.35,783455.7,507749.47,287502.08,0.0699,3.0743,217.45,79.8,2194.67,Low,79.5,Approve
F0975,Sikkim,Small,Layer,Wholesale,4970,18748.8,1688,37,244.57,1009052.76,693665.16,280765.29,0.3396,3.7724,203.03,56.49,7588.25,High,34.1,Reject
F0976,Arunachal Pradesh,Small,Broiler,Wholesale,4710,19637.1,487,48,224.87,1004340.34,707708.2,304455.13,0.1034,4.1692,213.24,64.64,6342.82,Low,48.5,Approve
F0977,West Bengal,Medium,Layer,Export,10092,41299.2,1198,31,254.9,2419661.92,1468800.53,866058.38,0.1187,4.0923,239.76,85.82,27937.37,Low,53.2,Approve
F0978,West Bengal,Small,Layer,Export,6822,20886.4,358,84,244.83,1626316.2,902476.0,666318.34,0.0525,3.0616,238.39,97.67,7932.36,Low,86.7,Approve
F0979,Telangana,Medium,Breeder,Wholesale,11638,35539.2,1437,168,192.5,2101985.8,1711350.67,284385.34,0.1235,3.0537,180.61,24.44,1692.77,Medium,58.6,Revise
F0980,Uttar Pradesh,Medium,Layer,Export,7804,25409.0,461,46,211.12,1598827.1,1013017.38,555935.17,0.0591,3.2559,204.87,71.24,12085.55,Low,75.1,Approve
F0981,Tamil Nadu,Small,Layer,Wholesale,3364,11484.1,390,90,233.48,739852.28,474674.2,244806.52,0.1159,3.4138,219.93,72.77,2720.07,Low,64.3,Approve
F0982,Arunachal Pradesh,Medium,Breeder,Export,6324,22098.4,333,160,255.07,1570538.19,982247.47,625502.89,0.0527,3.4944,248.35,98.91,3909.39,Low,78.1,Approve
F0983,Tamil Nadu,Small,Layer,Retail,6119,24203.6,664,115,259.02,1498840.71,963528.76,617471.28,0.1085,3.9555,244.95,100.91,5369.32,Low,61.0,Approve
F0984,Arunachal Pradesh,Small,Broiler,Wholesale,5558,16098.0,47,64,241.05,1334085.46,695293.69,682955.8,0.0085,2.8964,240.03,122.88,10671.18,Low,96.8,Approve
F0985,Odisha,Medium,Layer,Wholesale,12800,36594.5,716,132,225.9,2810660.57,1745452.33,1201876.33,0.0559,2.8589,219.58,93.9,9105.12,Low,89.4,Approve
F0986,Odisha,Medium,Layer,Wholesale,9726,33712.7,403,95,240.53,2290907.44,1392240.73,1000402.26,0.0414,3.4662,235.54,102.86,10530.55,Low,80.5,Approve
F0987,Punjab,Medium,Broiler,Wholesale,6230,24827.7,362,30,201.86,1221008.13,890936.07,273496.91,0.0581,3.9852,195.99,43.9,9116.56,Low,53.4,Approve
F0988,Odisha,Medium,Layer,Retail,11976,37471.0,232,164,202.69,2403864.6,1772328.93,591383.2,0.0194,3.1288,200.72,49.38,3606.0,Low,77.9,Approve
F0989,Uttar Pradesh,Small,Layer,Wholesale,6920,26922.7,251,177,232.35,1578650.94,1156048.73,563055.45,0.0363,3.8906,228.13,81.37,3181.1,Low,67.8,Approve
F0990,Karnataka,Large,Breeder,Export,16152,52360.1,783,148,249.75,3936111.12,2384499.27,1444423.92,0.0485,3.2417,243.69,89.43,9759.62,Low,81.5,Approve
F0991,West Bengal,Medium,Breeder,Retail,7760,33417.2,1111,163,257.58,1855748.28,1348045.96,679719.2,0.1432,4.3063,239.14,87.59,4170.06,Medium,45.8,Revise
F0992,Punjab,Medium,Broiler,Retail,11568,50004.7,472,84,207.31,2349163.74,1851252.2,448907.12,0.0408,4.3227,203.07,38.81,5344.13,Low,47.6,Approve
F0993,Himachal Pradesh,Small,Broiler,Wholesale,6935,22922.9,415,129,243.72,1639620.59,1010096.47,461663.5,0.0598,3.3054,236.43,66.57,3578.79,Low,72.9,Approve
F0994,Gujarat,Medium,Broiler,Export,7678,24500.4,543,50,248.12,1837699.35,991157.69,823820.3,0.0707,3.191,239.35,107.3,16476.41,Low,82.1,Approve
F0995,Himachal Pradesh,Small,Broiler,Retail,5194,18174.9,973,80,229.85,1082000.47,733418.02,394381.86,0.1873,3.4992,208.32,75.93,4929.77,High,53.4,Reject
F0996,Sikkim,Small,Layer,Export,6646,21326.4,232,129,207.81,1356928.17,953895.73,515891.66,0.0349,3.2089,204.17,77.62,3999.16,Low,81.1,Approve
F0997,Andhra Pradesh,Large,Broiler,Export,20631,81349.1,4243,37,229.53,4248428.05,2956936.33,977552.29,0.2057,3.9431,205.92,47.38,26420.33,High,34.5,Reject
F0998,Arunachal Pradesh,Small,Layer,Wholesale,4346,18271.9,541,97,226.76,924047.54,694226.16,268089.28,0.1245,4.2043,212.62,61.69,2763.81,Medium,44.1,Revise
F0999,Tamil Nadu,Large,Layer,Wholesale,16470,64961.9,1730,136,228.52,3566052.53,2650869.8,1074433.34,0.105,3.9443,216.52,65.24,7900.25,Low,53.1,Approve
F1000,Uttar Pradesh,Medium,Layer,Retail,11768,49442.0,351,173,229.54,2660847.12,2038055.38,795933.39,0.0298,4.2014,226.11,67.64,4600.77,Low,58.9,Approve
F1001,Karnataka,Small,Broiler,Export,4036,14024.6,69,96,247.76,991309.32,579222.27,279687.87,0.0171,3.4749,245.62,69.3,2913.42,Low,76.0,Approve
F1002,Tamil Nadu,Medium,Broiler,Retail,7884,24170.3,299,31,193.61,1497391.93,969396.2,652041.9,0.0379,3.0657,189.93,82.7,21033.61,Low,84.9,Approve
F1003,Karnataka,Large,Broiler,Wholesale,19695,79853.7,2040,30,209.38,3910173.86,2846571.4,1149802.63,0.1036,4.0545,198.54,58.38,38326.75,Low,49.3,Approve
F1004,Punjab,Medium,Broiler,Retail,9448,32244.2,258,30,226.88,2114183.16,1232161.73,930504.63,0.0273,3.4128,223.77,98.49,31016.82,Low,83.2,Approve
F1005,Himachal Pradesh,Large,Breeder,Wholesale,16002,63066.4,284,131,202.67,3214249.86,2560229.6,821000.32,0.0177,3.9412,200.87,51.31,6267.18,Low,61.9,Approve
F1006,Andhra Pradesh,Medium,Layer,Wholesale,11534,37601.9,1329,144,258.25,2806947.12,1699212.2,826360.27,0.1152,3.2601,243.36,71.65,5738.61,Low,67.3,Approve
F1007,Arunachal Pradesh,Medium,Broiler,Wholesale,8274,24309.8,333,164,201.05,1629983.52,1189748.67,522956.41,0.0402,2.9381,197.0,63.2,3188.76,Low,82.3,Approve
F1008,Uttar Pradesh,Large,Layer,Wholesale,16581,74405.4,1896,117,217.57,3401227.86,2810853.6,994256.01,0.1143,4.4874,205.13,59.96,8497.91,Low,39.2,Approve
F1009,Uttarakhand,Small,Broiler,Wholesale,3021,9261.0,347,121,250.19,712382.29,419777.07,243855.12,0.1149,3.0655,235.81,80.72,2015.33,Low,73.6,Approve
F1010,Uttarakhand,Medium,Layer,Export,12840,57527.3,464,47,186.41,2350103.83,2014885.93,327651.29,0.0361,4.4803,183.03,25.52,6971.3,Low,41.7,Approve
F1011,Uttarakhand,Small,Broiler,Retail,4749,21187.1,258,117,245.66,1134884.89,802345.4,334665.16,0.0543,4.4614,238.97,70.47,2860.39,Low,50.8,Approve
F1012,Gujarat,Large,Layer,Export,11046,45835.3,577,62,225.68,2427735.51,1682428.07,788576.11,0.0522,4.1495,219.78,71.39,12718.97,Low,57.8,Approve
F1013,Andhra Pradesh,Large,Broiler,Retail,20718,81235.7,2066,102,182.54,3593381.25,3198771.8,471155.58,0.0997,3.921,173.44,22.74,4619.17,Low,43.6,Approve
F1014,Odisha,Small,Broiler,Wholesale,6637,25102.9,410,57,252.23,1622295.16,951368.73,616458.52,0.0618,3.7823,244.43,92.88,10815.06,Low,69.3,Approve
F1015,Karnataka,Medium,Broiler,Retail,11906,50866.9,2789,116,183.14,1925008.39,1959899.98,-31046.34,0.2343,4.2724,161.68,-2.61,-267.64,High,11.2,Reject
F1016,Gujarat,Large,Broiler,Export,14499,47731.4,483,82,221.22,3153908.25,1986404.0,1442530.02,0.0333,3.292,217.53,99.49,17591.83,Low,85.1,Approve
F1017,West Bengal,Small,Layer,Export,5367,19294.7,628,73,183.92,929329.03,762485.13,185716.37,0.117,3.5951,173.16,34.6,2544.06,Low,50.9,Approve
F1018,Gujarat,Medium,Broiler,Retail,6250,24081.0,597,109,185.7,1105122.23,963393.11,162077.13,0.0955,3.853,176.82,25.93,1486.95,Low,46.4,Approve
F1019,Andhra Pradesh,Large,Layer,Wholesale,9828,34388.4,339,167,250.98,2423930.95,1539727.2,797603.04,0.0345,3.499,246.64,81.16,4776.07,Low,76.1,Approve
F1020,Tamil Nadu,Small,Layer,Wholesale,4999,17630.1,849,43,241.27,1103635.3,676026.78,501504.68,0.1698,3.5267,220.77,100.32,11662.9,Medium,61.3,Revise
F1021,Uttar Pradesh,Medium,Layer,Wholesale,8454,28418.0,908,132,195.76,1566034.15,1246283.2,302765.6,0.1074,3.3615,185.24,35.81,2293.68,Low,57.4,Approve
F1022,Tamil Nadu,Small,Layer,Export,5241,19701.9,394,65,229.64,1158270.5,756054.47,283485.39,0.0752,3.7592,221.0,54.09,4361.31,Low,58.2,Approve
F1023,Uttar Pradesh,Large,Broiler,Wholesale,20256,86006.5,1432,63,243.57,4759351.76,3131810.2,1727535.82,0.0707,4.246,234.96,85.29,27421.2,Low,56.7,Approve
F1024,Sikkim,Large,Broiler,Export,20205,63496.2,715,117,251.17,4984926.93,2827430.4,2333697.08,0.0354,3.1426,246.72,115.5,19946.13,Low,88.0,Approve
F1025,Punjab,Large,Breeder,Wholesale,19854,87130.0,1728,175,217.46,4129561.33,3527240.0,540624.76,0.087,4.3885,208.0,27.23,3089.28,Low,36.9,Approve
F1026,Tamil Nadu,Medium,Layer,Retail,7390,29349.0,45,45,251.8,1855028.04,1074298.0,573694.74,0.0061,3.9714,251.02,77.63,12748.77,Low,69.4,Approve
F1027,Bihar,Large,Layer,Wholesale,12927,54287.8,1019,70,220.63,2739619.51,2001550.93,585169.94,0.0788,4.1996,211.93,45.27,8359.57,Low,46.5,Approve
F1028,Uttarakhand,Large,Layer,Wholesale,9168,34339.0,1193,54,235.06,2014799.97,1301870.8,701331.71,0.1301,3.7455,219.76,76.5,12987.62,Medium,56.4,Revise
F1029,Telangana,Small,Broiler,Wholesale,6805,28071.8,529,155,258.32,1689430.6,1145345.16,511105.7,0.0777,4.1252,248.26,75.11,3297.46,Low,55.6,Approve
F1030,Arunachal Pradesh,Large,Layer,Retail,19122,54068.2,1394,37,198.88,3664277.17,2271380.67,1473816.82,0.0729,2.8275,191.63,77.07,39832.89,Low,83.5,Approve
F1031,Tamil Nadu,Small,Breeder,Wholesale,6234,26128.2,902,141,193.48,1118850.69,1042786.0,109164.57,0.1447,4.1912,179.48,17.51,774.22,Medium,30.5,Revise
F1032,Bihar,Medium,Broiler,Retail,6036,17312.7,797,123,207.36,1168971.11,814666.6,328831.33,0.132,2.8682,193.67,54.48,2673.43,Medium,68.7,Revise
F1033,Telangana,Small,Layer,Wholesale,6441,27779.1,335,113,193.15,1211708.44,1062582.73,64367.78,0.052,4.3129,188.12,9.99,569.63,Medium,39.1,Revise
F1034,Uttar Pradesh,Small,Broiler,Retail,5311,23826.9,682,175,202.73,1007500.39,954972.91,125732.96,0.1284,4.4863,189.7,23.67,718.47,Medium,28.2,Revise
F1035,Bihar,Small,Broiler,Wholesale,5841,19274.8,559,97,239.44,1331536.11,816820.4,552037.25,0.0957,3.2999,227.96,94.51,5691.11,Low,74.9,Approve
F1036,Karnataka,Medium,Layer,Retail,6224,19652.5,1336,96,218.2,1212310.29,849777.93,403229.59,0.2147,3.1575,194.78,64.79,4200.31,High,53.8,Reject
F1037,Sikkim,Small,Layer,Wholesale,6559,26899.2,636,175,210.0,1310576.35,1123790.18,211958.76,0.097,4.1011,199.81,32.32,1211.19,Low,42.7,Approve
